Geo Point;Geo Shape;qualif;type_zone;ObjectId;y_wgs84;val_so2;couleur;val_no2;val_o3;date_ech;id;source;valeur;val_pm25;code_zone;lib_zone;x_wgs84;the_geom;val_pm10
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;3976;50.6309;0;#99E600;1;3;2019-11-02T01:00:00+01:00;34418;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;2
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5104;50.6309;0;#99E600;3;3;2020-01-29T01:00:00+01:00;34506;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;3
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5127;50.6309;0;#99E600;2;3;2020-01-30T01:00:00+01:00;34507;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;2
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5239;50.6309;0;#99E600;2;3;2020-02-08T01:00:00+01:00;34516;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;3
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5276;50.6309;0;#99E600;1;4;2020-02-11T01:00:00+01:00;34519;Atmo HDF;4;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;4
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5434;50.6309;0;#99E600;1;3;2020-02-23T01:00:00+01:00;34531;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;2
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5481;50.6309;0;#99E600;2;3;2020-02-27T01:00:00+01:00;34535;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;2
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5599;50.6309;0;#99E600;0;0;2020-03-07T01:00:00+01:00;36273;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;0
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;5689;50.6309;0;#99E600;0;0;2020-03-14T01:00:00+01:00;36364;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;0
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Médiocre;commune;5754;50.6309;0;#FFAA00;0;0;2020-03-19T01:00:00+01:00;36429;Atmo HDF;6;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;0
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;4009;50.6309;0;#99E600;2;2;2019-11-05T01:00:00+01:00;34421;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;3
50.6309,3.0468;"{""type"": ""Point"", ""coordinates"": [3.0468, 50.6309]}";Bon;commune;4062;50.6309;0;#99E600;2;2;2019-11-09T01:00:00+01:00;34425;Atmo HDF;3;0;59350;Lille;3.0468;01010000206A08000000000000AA76254100000040DFED5A41;3
